seed,latent_code_hex,canonical_smiles,smiles,official_property_contribution,official_final_score,qed,score_sa,score_logp,score_ro5,bit_0,bit_1,bit_2,bit_3,bit_4,bit_5,bit_6,bit_7,bit_8,bit_9,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,bit_21,bit_22,bit_23,bit_24,bit_25,bit_26,bit_27,bit_28,bit_29,bit_30,bit_31,bit_32,bit_33,bit_34,bit_35,bit_36,bit_37,bit_38,bit_39,bit_40,bit_41,bit_42,bit_43,bit_44,bit_45,bit_46,bit_47,bit_48,bit_49,bit_50,bit_51,bit_52,bit_53,bit_54,bit_55,bit_56,bit_57,bit_58,bit_59,bit_60,bit_61,bit_62,bit_63,bit_64,bit_65,bit_66,bit_67,bit_68,bit_69,bit_70,bit_71,bit_72,bit_73,bit_74,bit_75,bit_76,bit_77,bit_78,bit_79,bit_80,bit_81,bit_82,bit_83,bit_84,bit_85,bit_86,bit_87,bit_88,bit_89,bit_90,bit_91,bit_92,bit_93,bit_94,bit_95,bit_96,bit_97,bit_98,bit_99,bit_100,bit_101,bit_102,bit_103,bit_104,bit_105,bit_106,bit_107,bit_108,bit_109,bit_110,bit_111,bit_112,bit_113,bit_114,bit_115,bit_116,bit_117,bit_118,bit_119,bit_120,bit_121,bit_122,bit_123,bit_124,bit_125,bit_126,bit_127
123,1a816d5f323e981840b01feead062a0b,CCCC(=O)CCCC(=O)CC(=O)C1CC2(CCCC3CC31)CC2C,CCCC(=O)CCCC(=O)CC(=O)C1CC2(CCCC3CC31)CC2C,0.5215035811808546,,0.5575659439477566,0.1171516792656608,0.0276054590205804,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e981840d01fefad862a0b,CC1CC2C1CCCC1CC1C2C(=O)CCC1Cc2ccccc2C1=O,CC1CC2C1CCCC1CC1C2C(=O)CCC1Cc2ccccc2C1=O,0.6365449636008678,,0.7569435314742516,0.1268218202925084,0.0222815001340875,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e981840b01fefad862a0b,CCCC(=O)C=CCC(=O)CCCCCC(=O)C1CCC2CC(C)C(C2)C1,CCCC(=O)C=CCC(=O)CCCCCC(=O)C1CCC2CC(C)C(C2)C1,0.4332086443843624,,0.3177545760867373,0.1175680276049452,0.0082219929451721,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e9818c0f01fefad062a0b,Cc1ccc2c(c1)C(C)C(CC(=O)C1C3CC3CCCC3C(C)CC31)CC2,Cc1ccc2c(c1)C(C)C(CC(=O)C1C3CC3CCCC3C(C)CC31)CC2,0.5470010550297638,,0.6123737273408617,0.1219024352118378,0.0038494621319999,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e981840d01feead062a0b,CC1C=C1CCCC1CC1C(C)C(=O)CCC1CC2CCCCC(=O)C2C1,CC1C=C1CCCC1CC1C(C)C(=O)CCC1CC2CCCCC(=O)C2C1,0.4436842987174275,,0.4568141153687429,0.1172300910368658,0.0052653002794798,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f322e981840b01fefad062a0b,CCc1ccccc1C=CC(=O)CC(=O)C1(CC)CC2CC(C2)CC2CC21,CCc1ccccc1C=CC(=O)CC(=O)C1(CC)CC2CC(C2)CC2CC21,0.478070054036033,,0.4631157461131201,0.1185782142400108,0.011133507969772,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e981840f01fefad06aa0b,CC(=O)C=CC=CCCC1CC(=O)C23C(CCCCC4C(C)CC42)CC13,CC(=O)C=CC=CCCC1CC(=O)C23C(CCCCC4C(C)CC42)CC13,0.5227398202152339,,0.4806415888053288,0.1043086073975113,0.0130757156642148,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816ddf323e981840f01fefad062a0b,CC=C1C(=O)C=CC=CC1CCCC(=O)C1C2CC2CCCC2C(C)CC21,CC=C1C(=O)C=CC=CC1CCCC(=O)C1C2CC2CCCC2C(C)CC21,0.5565606588181704,,0.5856018925228186,0.1143026526857432,0.0103943450225644,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816ddf323e981840b01feea9062a0f,CC1CCCC(CC(=O)C2CCC3CC(C)C(C3)C2)CC2CC2CCC1=O,CC1CCCC(CC(=O)C2CCC3CC(C)C(C3)C2)CC2CC2CCC1=O,0.537564391844933,,0.5891125453471274,0.099060338796437,0.0046203301611289,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1
123,1a816d5f323e981840901fefad062a0b,CC1C=C1CCCC1CC1C(C)C(=O)C1CCC(O)=CC=CCC1=O,CC1C=C1CCCC1CC1C(C)C(=O)C1CCC(O)=CC=CCC1=O,0.5303291730895913,,0.526394650084185,0.1031570750293175,0.0265925022562249,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e981840e01fefad062a0b,CC1=C2C(=O)C=CC=C2CCC1CC(=O)C1C2CC2CCCC2C(C)CC21,CC1=C2C(=O)C=CC=C2CCC1CC(=O)C1C2CC2CCCC2C(C)CC21,0.5826635410946504,,0.6675107156584917,0.1142855098286004,0.0145382636156323,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a856d5f323e981840f01fefadc62a0b,CC(=O)C=CC=CCCCCCCCCC(=O)C1CCCCC2C(C)CC12,CC(=O)C=CC=CCCCCCCCCC(=O)C1CCCCC2C(C)CC12,0.385594709123039,,0.2133876067309143,0.1342382125916399,0.0015208789221327,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e9818c0f01feead062a0b,CC1CCC(=O)CCCCCC1CC(=O)C1CC2CC(CC2C)CC2CC21,CC1CCC(=O)CCCCCC1CC(=O)C1CC2CC(CC2C)CC2CC21,0.5357219542824955,,0.5891125453471274,0.0970131859492842,0.0046203301611289,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e981840b01feea9062a0b,CC1CC(CCCC(=O)C2CCC3CC(C)C(C3)C2)CC2CC2CCC1=O,CC1CC(CCCC(=O)C2CCC3CC(C)C(C3)C2)CC2CC2CCC1=O,0.532067403583458,,0.5738746082851657,0.0975239551800534,0.0046203301611289,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323eb81840d01fefadc62a0b,CCC1c2ccccc2CC1CCC(=O)C1C2CC2CCCC2C(C)CC21,CCC1c2ccccc2CC1CCC(=O)C1C2CC2CCCC2C(C)CC21,0.5411778349189633,,0.5897427694839542,0.1227259388876492,0.0033450012457046,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e981840d01feeadc62a0b,CC1C=C1CCCCC(C)C(=O)CCCCCCCC1CC2CCCC(=O)C1C2,CC1C=C1CCCCC(C)C(=O)CCCCCCCC1CC2CCCC(=O)C1C2,0.3607582629876475,,0.2239494503462842,0.11404155464094,0.0004278110152739,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816ddf323e981840f01fefad062a0f,CC=C1C(=O)C=CC=CC1CCCC(=O)C1C2C(CCCC3CCC3C)C12,CC=C1C(=O)C=CC=CC1CCCC(=O)C1C2C(CCCC3CCC3C)C12,0.4571004787451107,,0.4911147899303183,0.1159934691673236,0.0103943450225644,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1
123,3a816d1d3a3e981840f01fefad062a0b,CCCC1=CC(=O)C=CC=CCCC1CC(=O)C1CC12CC2C(C)(C)C,CCCC1=CC(=O)C=CC=CCCC1CC(=O)C1CC12CC2C(C)(C)C,0.5518257694286457,,0.6216820736724407,0.0989562422478987,0.0084336567019292,0.1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f322e981840f01feead062a0b,CCC1C(C(=O)CC2CC3CCCCC(=O)C3C2)C12CC2CCCC1CC1,CCC1C(C(=O)CC2CC3CCCCC(=O)C3C2)C12CC2CCCC1CC1,0.4630039790087784,,0.5269849192531616,0.1069243471248535,0.0068462794996804,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
123,1a816d5f323e981840f01fefadc62a4b,CC1CC2C(CC3C(=O)C(C4CC=CC=CC(=O)C4)C3C)CCCCC12,CC1CC2C(CC3C(=O)C(C4CC=CC=CC(=O)C4)C3C)CCCCC12,0.5865638833846393,,0.6815086700293858,0.11224121987902,0.0157986045592727,0.1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1
