seed,canonical_smiles,smiles,qed,sa,logp,mw,tpsa,nrb,hbd,hba,ro5,official_property_contribution,official_final_score
123,CCC(=O)C=CCC(=O)C(C)CC(=O)CCCCCC1CCC1C,CCC(=O)C=CCC(=O)C(C)CC(=O)CCCCCC1CCC1C,0.3487539892775841,3.8793676171574063,5.072800000000005,334.250794948,51.21,13,0,3,True,0.4729323451220316,
123,C=C1CCCCC(CCC(C)C(=O)C2CCC3CCCCC(=O)C(C3)C2)C1,C=C1CCCCC(CCC(C)C(=O)C2CCC3CCCCC(=O)C(C3)C2)C1,0.3985421828936441,4.944137442430611,6.674000000000008,372.30283052,34.14,5,0,2,True,0.4957892634629788,
123,CC(=O)CCCCCCC1CC(=O)C23C1CC21CC1CCCC31CCC1C,CC(=O)CCCCCCC1CC(=O)C23C1CC21CC1CCCC31CCC1C,0.506048840799007,5.652166191559689,6.117800000000007,370.287180456,34.14,7,0,2,True,0.4638628245237752,
123,CCC(=O)CCCCCC1CC(=O)C2(C1C)C1CCCCC3(CC3C)C12,CCC(=O)CCCCCC1CC(=O)C2(C1C)C1CCCCC3(CC3C)C12,0.5250745093090835,5.334935439525885,5.973700000000007,358.287180456,34.14,7,0,2,True,0.478120712905488,
123,CC1CC2CCC3CC3C(C(=O)CCCC34CCCCC(=O)C3C4C)CC12,CC1CC2CCC3CC3C(C(=O)CCCC34CCCCC(=O)C3C4C)CC12,0.6099671624498942,4.912034453346513,5.829600000000006,370.287180456,34.14,5,0,2,True,0.5596809302487982,
123,C=CC=CC=CC=CC(=O)CC(=O)C12CCC1CCCC21CC(C)C1C,C=CC=CC=CC=CC(=O)CC(=O)C12CCC1CCCC21CC(C)C1C,0.3388183403146647,5.439718169449519,5.611900000000006,352.240230264,34.14,7,0,2,True,0.4303229884958778,
123,CC1CC(CC2CC23CC3C(=O)CC2CCCCCC(=O)CCC2)CC1C,CC1CC(CC2CC23CC3C(=O)CC2CCCCCC(=O)CCC2)CC1C,0.5621467644925772,5.372035483756419,6.363800000000008,372.30283052,34.14,5,0,2,True,0.5327920734097248,
123,CC1CC2CCC(C(=O)CCCC3CC(C(=O)CCC4CC4)C3C)CC1C2,CC1CC2CCC(C(=O)CCCC3CC(C(=O)CCC4CC4)C3C)CC1C2,0.4812797077552662,5.194581000969071,6.219700000000008,372.30283052,34.14,9,0,2,True,0.4399332035524488,
123,CC1=C2CC2=CC(CCCCCCCC(=O)C2CCCCC3(C2)CC3C)=CC=C1,CC1=C2CC2=CC(CCCCCCCC(=O)C2CCCCC3(C2)CC3C)=CC=C1,0.3628244138500689,4.754881641230181,8.035500000000008,392.3079159,17.07,9,0,1,True,0.3891849661957274,
123,CC1=C(CC2CCCC3CC(C)C3C2)C(=O)CC2CC(=O)C=CC=CC12,CC1=C(CC2CCCC3CC(C)C3C2)C(=O)CC2CC(=O)C=CC=CC12,0.6624012262049002,4.708218459628932,5.4458000000000055,352.240230264,34.14,2,0,2,True,0.5603110261836477,
123,CC1CC2(CC(C)(C)C3CC32)C(=O)C2CC3CCC4=CC=CC(=O)C4=C3C12,CC1CC2(CC(C)(C)C3CC32)C(=O)C2CC3CCC4=CC=CC(=O)C4=C3C12,0.6037587751365313,5.647928933774565,5.055700000000005,362.2245802,34.14,0,0,2,True,0.4906243129924409,
123,CC1C2CCCCC(=O)C1C2CCCCCCC(=O)C1CCCCC2(C1)CC2C,CC1C2CCCCC(=O)C1C2CCCCCCC(=O)C1CCCCC2(C1)CC2C,0.405555020540271,5.490741531621006,7.144000000000008,400.334130648,34.14,8,0,2,True,0.4098805199159214,
123,CC1=C2C(=O)C=CC=CC2CC1CC(=O)C1CC2CC(CC2C)CC2CC21,CC1=C2C(=O)C=CC=CC2CC1CC(=O)C1CC2CC(CC2C)CC2CC21,0.6806549479305417,5.721748716208007,5.301700000000006,364.240230264,34.14,3,0,2,True,0.5715645645785692,
123,CC(=O)CCCCCCC1CC(=O)C23C(CCCCC4C(C)CC42)CC13,CC(=O)CCCCCCC1CC(=O)C23C(CCCCC4C(C)CC42)CC13,0.5250745093090835,4.92627898727831,5.973700000000007,358.287180456,34.14,7,0,2,True,0.4862938419504395,
123,CC1CC1CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,CC1CC1CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,0.6432775357098038,5.685560899960222,5.055700000000005,350.2245802,34.14,7,0,2,True,0.5182500341048213,
123,CC1(C)CC(C(=O)CC2C(C(=O)CC3=CC=CCC(=O)C3)C2(C)C)C1,CC1(C)CC(C(=O)CC2C(C(=O)CC3=CC=CCC(=O)C3)C2(C)C)C1,0.7159452104387207,4.409144270840147,4.458700000000004,342.21949482,51.21,6,0,3,True,0.6345954549204601,
123,CC1CC2CCC(C(=O)CC3CCCC(C(=O)C=CC4CC4)C3C)CC1C2,CC1CC2CCC(C(=O)CC3CCCC(C(=O)C=CC4CC4)C3C)CC1C2,0.537682195640567,5.339965616353686,5.995700000000007,370.287180456,34.14,6,0,2,True,0.5050621955377429,
123,CCCC1=C2C(=O)C=CC=CC2CC1CC(=O)C1CC12CC2C(C)(C)C,CCCC1=C2C(=O)C=CC=CC2CC1CC(=O)C1CC12CC2C(C)(C)C,0.6594902828673943,5.442188137837294,5.4458000000000055,352.240230264,34.14,5,0,2,True,0.5696826397768304,
123,CCCC=C1C(=O)C=CC=CCC1CCC(=O)C1CC2(CCCC3CC31)CC2C,CCCC=C1C(=O)C=CC=CCC1CCC(=O)C1CC2(CCCC3CC31)CC2C,0.4746152900972639,5.284564152910606,6.616100000000007,394.287180456,34.14,6,0,2,True,0.4786981166052205,
123,CC=C(CCCCCC(=O)C1CCC2CC(C)C(C2)C1)C(=O)CCC1CC1,CC=C(CCCCCC(=O)C1CCC2CC(C)C(C2)C1)C(=O)CCC1CC1,0.299508721095002,4.754278433890827,6.674000000000008,372.30283052,34.14,11,0,2,True,0.393619561916164,
123,CC1C(CC=C2C=CC(=O)C=C2)C(=O)C1CC1CCCCC2(CC2)C1,CC1C(CC=C2C=CC(=O)C=C2)C(=O)C1CC1CCCCC2(CC2)C1,0.7058140186900669,5.054565862395494,5.199800000000005,338.2245802,34.14,4,0,2,True,0.6046492600805528,
123,C=CC(=O)C=CCC(=O)C(C)CC(=O)C1CC1CCCC1(C)CC1C,C=CC(=O)C=CCC(=O)C(C)CC(=O)C1CC1CCCC1(C)CC1C,0.4819939032633772,4.804487295835282,4.704700000000004,344.235144884,51.21,12,0,3,True,0.501276461968516,
123,CC1CC2CCC(C(=O)CCCC3CC(C(=O)C=CC4CC4)C3C)CC1C2,CC1CC2CCC(C(=O)CCCC3CC(C(=O)C=CC4CC4)C3C)CC1C2,0.4913477436138243,5.371824523236278,5.995700000000007,370.287180456,34.14,8,0,2,True,0.4495071314700287,
123,CC1C(C=C2C=CC=CC=CC2)CCC(=O)C1CC1CCCCC2C(C)C12,CC1C(C=C2C=CC=CC=CC2)CCC(=O)C1CC1CCCCC2C(C)C12,0.5457253096267596,5.131911505957044,6.678900000000007,364.276615772,17.07,3,0,1,True,0.5150482954514284,
123,CCCC1=C2C(=O)C=CC=C2CCC1CC(=O)C1CC12CC2C(C)(C)C,CCCC1=C2C(=O)C=CC=C2CCC1CC(=O)C1CC12CC2C(C)(C)C,0.6461283686455674,5.206692951002122,5.589900000000006,352.240230264,34.14,5,0,2,True,0.5684852893524944,
123,CC(C(=O)CCC1Cc2ccccc2C1=O)C1CC1CCC1CCC1(C)C,CC(C(=O)CCC1Cc2ccccc2C1=O)C1CC1CCC1CCC1(C)C,0.5755702870766461,4.338831134433998,5.879500000000006,366.255880328,34.14,8,0,2,True,0.4947158131140065,
123,CC1C(CC2C=CC=CC(=O)C2)C(=O)C1CC1CCCCC2C(C)C12,CC1C(CC2C=CC=CC(=O)C2)C(=O)C1CC1CCCCC2C(C)C12,0.7221607083188688,5.18325354068743,4.991500000000006,340.240230264,34.14,4,0,2,True,0.6115224377193091,
123,CC1=CC(=O)C=CC=CCCC1CC(=O)C12CCC3C(C31)C(C)(C)C2,CC1=CC(=O)C=CC=CCCC1CC(=O)C12CCC3C(C31)C(C)(C)C2,0.7209237405138216,5.34740702740742,5.055700000000005,338.2245802,34.14,3,0,2,True,0.5955619987025222,
123,C=C(CC1CCCC(C2(C)CC2)C1)C(=O)CCc1cccc(=O)cc1,C=C(CC1CCCC(C2(C)CC2)C1)C(=O)CCc1cccc(=O)cc1,0.6480948331030574,3.606646819634637,5.101300000000005,338.2245802,34.14,7,0,2,True,0.5594340777842411,
123,CC1CCC1CCCC1CC1C1CC2(C)C(=O)CCCCC2CCCC1=O,CC1CCC1CCCC1CC1C1CC2(C)C(=O)CCCCC2CCCC1=O,0.5621467644925774,4.476645364406287,6.363800000000007,372.30283052,34.14,5,0,2,True,0.5506998757967276,
123,CCC(=O)C=CCC(=O)C(C)CC(=O)C1CC1CCCC1(C)CC1C,CCC(=O)C=CCC(=O)C(C)CC(=O)C1CC1CCCC1(C)CC1C,0.4708537934836957,4.666191084583845,4.9287000000000045,346.250794948,51.21,12,0,3,True,0.4948263957610539,
123,CCC(=O)C=CCC(=O)C(C)CC(=O)C(CC)CCCCC1CC1,CCC(=O)C=CCC(=O)C(C)CC(=O)C(CC)CCCCC1CC1,0.3289248832631574,3.6751332395190186,5.072800000000005,334.250794948,51.21,14,0,3,True,0.4716599035729242,
123,C=C1C=CC=CC1(CC)CCCCCC(=O)C1CC(C)(C)C1,C=C1C=CC=CC1(CC)CCCCCC(=O)C1CC(C)(C)C1,0.5007861093608287,3.9524610434907306,6.020800000000006,300.245315644,17.07,8,0,1,True,0.4535631052563704,
123,CC1CC2C1CCCC1C(C)C(C(=O)CC3Cc4ccccc4C3)CC12,CC1CC2C1CCCC1C(C)C(C(=O)CC3Cc4ccccc4C3)CC12,0.6826604107023838,4.323446394529429,5.705100000000006,350.260965708,17.07,3,0,1,True,0.5764247620777256,
123,CC=C(C)CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,CC=C(C)CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,0.5787930422851173,5.551558823907981,5.365900000000006,350.2245802,34.14,7,0,2,True,0.4969456304798626,
123,CCC1C(=O)CCCCCC1CCC(=O)C1C2CC2CCCC2C(C)CC21,CCC1C(=O)CCCCCC1CCC(=O)C1C2CC2CCCC2C(C)CC21,0.5738746082851658,4.534499706176587,6.219700000000008,372.30283052,34.14,5,0,2,True,0.5536058497978783,
123,C=C1C=CC=CC1(C)CC(=O)C1CCC(C)(C)C2CC12,C=C1C=CC=CC1(C)CC(=O)C1CCC(C)(C)C2CC12,0.725777632380446,4.840840416779771,4.706400000000004,270.198365452,17.07,3,0,1,True,0.5745041591781829,
123,CC1c2ccccc2C1C(=O)C1(C(C)C)CCC(=O)C2CC(C)(C)C21,CC1c2ccccc2C1C(=O)C1(C(C)C)CCC(=O)C2CC(C)(C)C21,0.7659549428048323,4.541960207296077,5.124000000000005,338.2245802,34.14,3,0,2,True,0.6222355678203275,
123,Cc1ccc2c(c1)CC(CC(=O)C1CCCCC(C)(C)CC1)C=C2,Cc1ccc2c(c1)CC(CC(=O)C1CCCCC(C)(C)CC1)C=C2,0.6527254920969427,3.602922414597335,6.136320000000007,324.245315644,17.07,3,0,1,True,0.5754030127790373,
123,C=CC=CC=CC(C)(C)CCC(=O)C1CC(C)(C)C2CC12,C=CC=CC=CC(C)(C)CCC(=O)C1CC(C)(C)C2CC12,0.5770810407135106,4.640390652959145,5.342500000000006,286.22966558,17.07,7,0,1,True,0.4805784582466624,
123,CC(=O)CCCCCCCCCCCC(=O)C1CCCCC2C(C)CC12,CC(=O)CCCCCCCCCCCC(=O)C1CCCCC2C(C)CC12,0.33393300369822,3.6062334871513713,6.898000000000008,362.318480584,34.14,13,0,2,True,0.4265612608097796,
123,CC1=C2C(=O)C=CC=C2CCC1CC(=O)C12CCC3C(C31)C(C)(C)C2,CC1=C2C(=O)C=CC=C2CCC1CC(=O)C12CCC3C(C31)C(C)(C)C2,0.7409791273414948,4.970026154290258,4.809700000000005,336.208930136,34.14,3,0,2,True,0.6147178171303188,
123,CCCc1ccccc1CCC(=O)C12CC3CCC(CC31)C1(CC1)C2,CCCc1ccccc1CCC(=O)C12CC3CCC(CC31)C1(CC1)C2,0.6464468250475773,5.15964220425002,5.747300000000005,336.245315644,17.07,6,0,1,True,0.5237001902997482,
123,CC1C=C1CCCC1CC1C(C)C(=O)C1CCC2CCCCCC(=O)C2C1,CC1C=C1CCCC1CC1C(C)C(=O)C1CCC2CCCCCC(=O)C2C1,0.5044022549145737,4.653915741397716,6.139800000000006,370.287180456,34.14,7,0,2,True,0.483212097669813,
123,CC1=CC=CC(CC2C(=O)C(CC3CCCCC4C(C)C34)C2C)C=C1,CC1=CC=CC(CC2C(=O)C(CC3CCCCC4C(C)C34)C2C)C=C1,0.6161274555805772,5.279455057480496,5.978600000000006,338.260965708,17.07,4,0,1,True,0.5462337633419981,
123,CCC12CCCC3CC3C1C21C(=O)CCCC(C=CC=CC(C)=O)C1C,CCC12CCCC3CC3C1C21C(=O)CCCC(C=CC=CC(C)=O)C1C,0.491490170376014,5.48871701023277,5.525700000000006,354.255880328,34.14,4,0,2,True,0.5325921291442898,
123,CC1CCC1CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,CC1CCC1CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,0.6021365999221635,5.655958955574628,5.4458000000000055,364.240230264,34.14,7,0,2,True,0.4988303927182466,
123,CCC(CC1CCC2CCC(C2)C1)C(=O)CCC=CC=Cc1ccccc1,CCC(CC1CCC2CCC(C2)C1)C(=O)CCC=CC=Cc1ccccc1,0.4220681399520931,4.506708211475001,7.238000000000008,364.276615772,17.07,9,0,1,True,0.4174506529409725,
123,CCC(CCCCCC(=O)C1CC(C)(C)C1)C1=Cc2ccccc2C(=O)C1,CCC(CCCCCC(=O)C1CC(C)(C)C1)C1=Cc2ccccc2C(=O)C1,0.4591140513325211,3.440586571218919,6.638400000000007,366.255880328,34.14,9,0,2,True,0.4679011276198736,
123,CC1C(CC2C=CC=CC(=O)C2)C(=O)C1CC1CCCCC2(CC2)C1,CC1C(CC2C=CC=CC(=O)C2)C(=O)C1CC1CCCCC2(CC2)C1,0.6975273040892116,5.229701542188414,5.279700000000005,340.240230264,34.14,4,0,2,True,0.5974517101808422,
123,O=C1C=CC=CC2CC(CC(=O)C3CC34CC4CCCC3CCCCC3)C=C12,O=C1C=CC=CC2CC(CC(=O)C3CC34CC4CCCC3CCCCC3)C=C12,0.5459255666460769,5.228501277464064,5.980000000000007,378.255880328,34.14,7,0,2,True,0.4826059960730673,
123,CC1C(CC=C2C=CC(=O)C=C2)C(=O)C1CC1CCCCC2C(C)C12,CC1C(CC=C2C=CC(=O)C=C2)C(=O)C1CC1CCCCC2C(C)C12,0.7295330313851566,5.046926862802541,4.911600000000005,338.2245802,34.14,4,0,2,True,0.6181059189315221,
123,CCC(=O)CCCC(=O)C(C)CC(=O)CCCCCC1CCC1C,CCC(=O)CCCC(=O)C(C)CC(=O)CCCCCC1CCC1C,0.4045744261012799,3.62286551925531,5.2968000000000055,336.266445012,51.21,14,0,3,True,0.4885462491697843,
123,Cc1ccccc1CCCCC(=O)C12CC3C(C)CC3CCC3C1CC32,Cc1ccccc1CCCCC(=O)C12CC3C(C)CC3CCC3C1CC32,0.576312721679034,4.995167235083818,5.985320000000006,350.260965708,17.07,6,0,1,True,0.5063117201914008,
123,CC1C(Cc2cccc(=O)cc2)C(=O)C1CC1CCCCC2(CC2)C1,CC1C(Cc2cccc(=O)cc2)C(=O)C1CC1CCCCC2(CC2)C1,0.790703823018488,4.537408115916621,4.791100000000005,338.2245802,34.14,4,0,2,True,0.6481291560154588,
123,CC1CC12CC2C(=O)C1(C)CCCC(=O)C2CCCCC3(CC3C)C21,CC1CC12CC2C(=O)C1(C)CCCC(=O)C2CCCCC3(CC3C)C21,0.6915255156152735,5.643895181120761,5.193500000000006,342.255880328,34.14,2,0,2,True,0.5540799090963789,
123,CC1=CC(=O)C=CC=CC1CCCC(=O)C1CC2C(C)CC2CCC2CC21,CC1=CC(=O)C=CC=CC1CCCC(=O)C1CC2C(C)CC2CCC2CC21,0.6260039627060452,4.811434575195498,5.691800000000006,366.255880328,34.14,5,0,2,True,0.5683681388465627,
123,CC1CC12CCCC1CC1C(C(=O)CCC1Cc3ccccc3C1=O)C2,CC1CC12CCCC1CC1C(C(=O)CCC1Cc3ccccc3C1=O)C2,0.7436414801905727,4.7202219463487065,5.243400000000006,350.2245802,34.14,4,0,2,True,0.6212559398471763,
123,CCCC1=CC=CC(=CCCC(=O)C2(CCN)CCC(C)(C)C2)C1C,CCCC1=CC=CC(=CCCC(=O)C2(CCN)CCC(C)(C)C2)C1C,0.6104235382405577,4.517894712611225,5.739800000000006,343.287514804,43.09,8,1,2,True,0.5173911007010091,
123,CC1(C2CCC3CC(C(=O)CCC4C=CC=CC(=O)C4)CC3C2)CC1,CC1(C2CCC3CC(C(=O)CCC4C=CC=CC(=O)C4)CC3C2)CC1,0.6821308988052509,4.533003455017701,5.279700000000005,340.240230264,34.14,5,0,2,True,0.5966533637302007,
123,CCC1=C2C(=O)C=CC=CC2CC1CC(=O)C1(C)CC(C)(C)C2CC21,CCC1=C2C(=O)C=CC=CC2CC1CC(=O)C1(C)CC(C)(C)C2CC21,0.7181274957465834,5.014692097911855,5.055700000000005,338.2245802,34.14,4,0,2,True,0.6120365899726657,
123,CC1CC1=CCC(=O)C1(C(C)C)CCC(=O)C2CC(C)(C)C21,CC1CC1=CCC(=O)C1(C(C)C)CCC(=O)C2CC(C)(C)C21,0.712329045318416,4.808474928177213,4.579400000000004,302.2245802,34.14,4,0,2,True,0.6188604819678837,
