seed,latent_code_hex,canonical_smiles,smiles,qed,sa,logp,ro5,representative_energy,energies,official_final_score,official_property_contribution
123,1a816d5f323e9818c0f01feead062a0b,CC1CCC(=O)CCCCCC1CC(=O)C1CC2CC(CC2C)CC2CC21,CC1CCC(=O)CCCCCC1CC(=O)C1CC2CC(CC2C)CC2CC21,0.5891125453471274,5.634406632282211,6.219700000000008,True,-2.7403851400000003,-2.7403851400000003,,0.5357219542824955
123,1a816d5f323e981840b01feea9062a0b,CC1CC(CCCC(=O)C2CCC3CC(C)C(C3)C2)CC2CC2CCC1=O,CC1CC(CCCC(=O)C2CCC3CC(C)C(C3)C2)CC2CC2CCC1=O,0.5738746082851657,5.611422016897596,6.219700000000007,True,-2.7384861700000003,-2.7384861700000003,,0.532067403583458
123,1a816d5f323eb81840d01fefadc62a0b,CCC1c2ccccc2CC1CCC(=O)C1C2CC2CCCC2C(C)CC21,CCC1c2ccccc2CC1CCC(=O)C1C2CC2CCCC2C(C)CC21,0.5897427694839542,4.477332750055785,6.410200000000007,True,-2.73777518,-2.73777518,,0.5411778349189633
123,1a816d5f323e981840d01feeadc62a0b,CC1C=C1CCCCC(C)C(=O)CCCCCCCC1CC2CCCC(=O)C1C2,CC1C=C1CCCCC(C)C(=O)CCCCCCCC1CC2CCCC(=O)C1C2,0.2239494503462842,4.868130041157698,7.454200000000008,True,-2.7375352699999995,-2.7375352699999995,,0.3607582629876475
123,1a816ddf323e981840f01fefad062a0f,CC=C1C(=O)C=CC=CC1CCCC(=O)C1C2C(CCCC3CCC3C)C12,CC=C1C(=O)C=CC=CC1CCCC(=O)C1C2C(CCCC3CCC3C)C12,0.4911147899303183,4.780293887470435,5.691800000000006,True,-2.736545400000001,-2.736545400000001,,0.4571004787451107
123,3a816d1d3a3e981840f01fefad062a0b,CCCC1=CC(=O)C=CC=CCCC1CC(=O)C1CC12CC2C(C)(C)C,CCCC1=CC(=O)C=CC=CCCC1CC(=O)C1CC12CC2C(C)(C)C,0.6216820736724407,5.546969098844558,5.835900000000007,True,-2.7365384299999995,-2.7365384299999995,,0.5518257694286457
123,1a816d5f322e981840f01feead062a0b,CCC1C(C(=O)CC2CC3CCCCC(=O)C3C2)C12CC2CCCC1CC1,CCC1C(C(=O)CC2CC3CCCCC(=O)C3C2)C12CC2CCCC1CC1,0.5269849192531616,5.1884043793815895,5.973700000000007,True,-2.73651403,-2.73651403,,0.4630039790087784
123,1a816d5f323e981840f01fefadc62a4b,CC1CC2C(CC3C(=O)C(C4CC=CC=CC(=O)C4)C3C)CCCCC12,CC1CC2C(CC3C(=O)C(C4CC=CC=CC(=O)C4)C3C)CCCCC12,0.6815086700293858,4.9491451054440985,5.381600000000006,True,-2.7365056,-2.7365056,,0.5865638833846393
123,1a816d5f3a3e981840f01fefadc62a0b,CC1=CC(=O)C=CC=CC1CCCC(=O)C1C2CC2CCCC2C(C)CC21,CC1=CC(=O)C=CC=CC1CCCC(=O)C1C2CC2CCCC2C(C)CC21,0.6260039627060452,4.79700220756313,5.691800000000006,True,-2.736480249999999,-2.736480249999999,,0.56865678619921
123,1a816d5f323e981840f01fefad0e2a0b,CC(=O)C=CC=CCCC1CC(=O)C2(C1C)C1CCCCC3C(C)CC312,CC(=O)C=CC=CCCC1CC(=O)C2(C1C)C1CCCCC3C(C)CC312,0.4806415888053287,5.719971714552228,5.525700000000006,True,-2.73533961,-2.73533961,,0.5144626392664291
123,1a816c5f323e981840f01fefad062a0b,CC1CC2CCC(C(=O)C3CCC(C(=O)Cc4ccccc4)C3C)CC1C2,CC1CC2CCC(C(=O)C3CCC(C(=O)Cc4ccccc4)C3C)CC1C2,0.6901233025044097,4.897961107704441,5.492000000000006,True,-2.7351221600000004,-2.7351221600000004,,0.586905537086189
123,1a816d5f323eb81840d01fefad862a0b,CC1C=C1CCCC1CC1C(C)C(=O)CCC1Cc2ccccc2C1=O,CC1C=C1CCCC1CC1C(C)C(=O)CCC1Cc2ccccc2C1=O,0.5580885517628537,4.311361147002236,5.409500000000006,True,-2.7347901,-2.7347901,,0.4901055108142149
123,1a816d5f323e981840f01f6fad06aa2b,CCC(=O)C=CCC(=O)C(C)CC(=O)CCCCCC1CCC1C,CCC(=O)C=CCC(=O)C(C)CC(=O)CCCCCC1CCC1C,0.3487539892775841,3.8793676171574063,5.072800000000005,True,-2.7341066899999995,-2.7341066899999995,,0.4729323451220316
123,1a816ddf323e981840901feea9c62a0f,C=C1CCCCC(CCC(C)C(=O)C2CCC3CCCCC(=O)C(C3)C2)C1,C=C1CCCCC(CCC(C)C(=O)C2CCC3CCCCC(=O)C(C3)C2)C1,0.3985421828936441,4.944137442430611,6.674000000000008,True,-2.734009420000001,-2.734009420000001,,0.4957892634629788
123,1a806d5f323e981840f01feead062a0b,CC(=O)CCCCCCC1CC(=O)C23C1CC21CC1CCCC31CCC1C,CC(=O)CCCCCCC1CC(=O)C23C1CC21CC1CCCC31CCC1C,0.506048840799007,5.652166191559689,6.117800000000007,True,-2.73391999,-2.73391999,,0.4638628245237752
123,1a816d5f323e9818c0d01feeadc62a0b,CCC(=O)CCCCCC1CC(=O)C2(C1C)C1CCCCC3(CC3C)C12,CCC(=O)CCCCCC1CC(=O)C2(C1C)C1CCCCC3(CC3C)C12,0.5250745093090835,5.334935439525885,5.973700000000007,True,-2.73383128,-2.73383128,,0.478120712905488
123,1a816d5f323e981840f01feead862a0b,CC1CC2CCC3CC3C(C(=O)CCCC34CCCCC(=O)C3C4C)CC12,CC1CC2CCC3CC3C(C(=O)CCCC34CCCCC(=O)C3C4C)CC12,0.6099671624498942,4.912034453346513,5.829600000000006,True,-2.73365235,-2.73365235,,0.5596809302487982
123,1a816d5f323e981840b01fefad06aa0b,C=CC=CC=CC=CC(=O)CC(=O)C12CCC1CCCC21CC(C)C1C,C=CC=CC=CC=CC(=O)CC(=O)C12CCC1CCCC21CC(C)C1C,0.3388183403146647,5.439718169449519,5.611900000000006,True,-2.73362423,-2.73362423,,0.4303229884958778
123,1a816d5f323eb818c0f01feead062a0b,CC1CC(CC2CC23CC3C(=O)CC2CCCCCC(=O)CCC2)CC1C,CC1CC(CC2CC23CC3C(=O)CC2CCCCCC(=O)CCC2)CC1C,0.5621467644925772,5.372035483756419,6.363800000000008,True,-2.73359923,-2.73359923,,0.5327920734097248
123,1a816d5f323e981840b01feea9c62a0b,CC1CC2CCC(C(=O)CCCC3CC(C(=O)CCC4CC4)C3C)CC1C2,CC1CC2CCC(C(=O)CCCC3CC(C(=O)CCC4CC4)C3C)CC1C2,0.4812797077552662,5.194581000969071,6.219700000000008,True,-2.73351168,-2.73351168,,0.4399332035524488
123,1a816d5f323e9818c0f01fefadc62a0b,CC1=C2CC2=CC(CCCCCCCC(=O)C2CCCCC3(C2)CC3C)=CC=C1,CC1=C2CC2=CC(CCCCCCCC(=O)C2CCCCC3(C2)CC3C)=CC=C1,0.3628244138500689,4.754881641230181,8.035500000000008,True,-2.73343401,-2.73343401,,0.3891849661957274
123,1a816d5f323eb81840f01fefad862a4b,CC1=C(CC2CCCC3CC(C)C3C2)C(=O)CC2CC(=O)C=CC=CC12,CC1=C(CC2CCCC3CC(C)C3C2)C(=O)CC2CC(=O)C=CC=CC12,0.6624012262049002,4.708218459628932,5.4458000000000055,True,-2.7334285300000003,-2.7334285300000003,,0.5603110261836477
123,3a856d1d3a3e981840f01fefad062a0b,CC1CC2(CC(C)(C)C3CC32)C(=O)C2CC3CCC4=CC=CC(=O)C4=C3C12,CC1CC2(CC(C)(C)C3CC32)C(=O)C2CC3CCC4=CC=CC(=O)C4=C3C12,0.6037587751365313,5.647928933774565,5.055700000000005,True,-2.73335859,-2.73335859,,0.4906243129924409
123,1a816d5f323eb81840f01feeadc62a0b,CC1C2CCCCC(=O)C1C2CCCCCCC(=O)C1CCCCC2(C1)CC2C,CC1C2CCCCC(=O)C1C2CCCCCCC(=O)C1CCCCC2(C1)CC2C,0.405555020540271,5.490741531621006,7.144000000000008,True,-2.73240406,-2.73240406,,0.4098805199159214
123,1a816d1f3a3e981840f01fefad062a0b,CC1=C2C(=O)C=CC=CC2CC1CC(=O)C1CC2CC(CC2C)CC2CC21,CC1=C2C(=O)C=CC=CC2CC1CC(=O)C1CC2CC(CC2C)CC2CC21,0.6806549479305417,5.721748716208007,5.301700000000006,True,-2.73222207,-2.73222207,,0.5715645645785692
123,1a816d5f323e981840f01feead06aa0b,CC(=O)CCCCCCC1CC(=O)C23C(CCCCC4C(C)CC42)CC13,CC(=O)CCCCCCC1CC(=O)C23C(CCCCC4C(C)CC42)CC13,0.5250745093090835,4.92627898727831,5.973700000000007,True,-2.7312368700000005,-2.7312368700000005,,0.4862938419504395
123,1a816d5f323e981940f01fefad0e2a0b,CC1CC1CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,CC1CC1CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,0.6432775357098038,5.685560899960222,5.055700000000005,True,-2.73083599,-2.73083599,,0.5182500341048213
123,3a816d1f3a3e981840f01fefad062a0b,CC1(C)CC(C(=O)CC2C(C(=O)CC3=CC=CCC(=O)C3)C2(C)C)C1,CC1(C)CC(C(=O)CC2C(C(=O)CC3=CC=CCC(=O)C3)C2(C)C)C1,0.7159452104387207,4.409144270840147,4.458700000000004,True,-2.73082873,-2.73082873,,0.6345954549204601
123,1a816ddf323e981840b01fefa9c62a0f,CC1CC2CCC(C(=O)CC3CCCC(C(=O)C=CC4CC4)C3C)CC1C2,CC1CC2CCC(C(=O)CC3CCCC(C(=O)C=CC4CC4)C3C)CC1C2,0.537682195640567,5.339965616353686,5.995700000000007,True,-2.7307686200000005,-2.7307686200000005,,0.5050621955377429
123,3a816d1d3a3eb81840f01fefad062a0b,CCCC1=C2C(=O)C=CC=CC2CC1CC(=O)C1CC12CC2C(C)(C)C,CCCC1=C2C(=O)C=CC=CC2CC1CC(=O)C1CC12CC2C(C)(C)C,0.6594902828673943,5.442188137837294,5.4458000000000055,True,-2.73043256,-2.73043256,,0.5696826397768304
123,1a816d5f323a981840f01fefad862a0b,CCCC=C1C(=O)C=CC=CCC1CCC(=O)C1CC2(CCCC3CC31)CC2C,CCCC=C1C(=O)C=CC=CCC1CCC(=O)C1CC2(CCCC3CC31)CC2C,0.4746152900972639,5.284564152910606,6.616100000000007,True,-2.73033679,-2.73033679,,0.4786981166052205
123,1a816d5f323eb81840b01feea9c62a0b,CC=C(CCCCCC(=O)C1CCC2CC(C)C(C2)C1)C(=O)CCC1CC1,CC=C(CCCCCC(=O)C1CCC2CC(C)C(C2)C1)C(=O)CCC1CC1,0.299508721095002,4.754278433890827,6.674000000000008,True,-2.73021277,-2.73021277,,0.393619561916164
123,1a846d5f3a3eb819c0f05fefad0f2a4b,CC1C(CC=C2C=CC(=O)C=C2)C(=O)C1CC1CCCCC2(CC2)C1,CC1C(CC=C2C=CC(=O)C=C2)C(=O)C1CC1CCCCC2(CC2)C1,0.7058140186900669,5.054565862395494,5.199800000000005,True,-2.72993752,-2.72993752,,0.6046492600805528
123,1a816d5f323e981840f01fefad062a2b,C=CC(=O)C=CCC(=O)C(C)CC(=O)C1CC1CCCC1(C)CC1C,C=CC(=O)C=CCC(=O)C(C)CC(=O)C1CC1CCCC1(C)CC1C,0.4819939032633772,4.804487295835282,4.704700000000004,True,-2.72980457,-2.72980457,,0.501276461968516
123,1a816d5f323e981840b01fefa9c62a0b,CC1CC2CCC(C(=O)CCCC3CC(C(=O)C=CC4CC4)C3C)CC1C2,CC1CC2CCC(C(=O)CCCC3CC(C(=O)C=CC4CC4)C3C)CC1C2,0.4913477436138243,5.371824523236278,5.995700000000007,True,-2.72963523,-2.72963523,,0.4495071314700287
123,1a816d5f323e981940f01fefad0e2a4b,CC1C(C=C2C=CC=CC=CC2)CCC(=O)C1CC1CCCCC2C(C)C12,CC1C(C=C2C=CC=CC=CC2)CCC(=O)C1CC1CCCCC2C(C)C12,0.5457253096267596,5.131911505957044,6.678900000000007,True,-2.7295441100000004,-2.7295441100000004,,0.5150482954514284
123,3a856d1d3a3eb81840f01fefad062a0b,CCCC1=C2C(=O)C=CC=C2CCC1CC(=O)C1CC12CC2C(C)(C)C,CCCC1=C2C(=O)C=CC=C2CCC1CC(=O)C1CC12CC2C(C)(C)C,0.6461283686455674,5.206692951002122,5.589900000000006,True,-2.7287811200000007,-2.7287811200000007,,0.5684852893524944
123,1a816d5f3a3e981840d01fefadc62a0b,CC(C(=O)CCC1Cc2ccccc2C1=O)C1CC1CCC1CCC1(C)C,CC(C(=O)CCC1Cc2ccccc2C1=O)C1CC1CCC1CCC1(C)C,0.5755702870766461,4.338831134433998,5.879500000000006,True,-2.72864885,-2.72864885,,0.4947158131140065
123,1a816d5f323eb81940f01fefad0e2a4b,CC1C(CC2C=CC=CC(=O)C2)C(=O)C1CC1CCCCC2C(C)C12,CC1C(CC2C=CC=CC(=O)C2)C(=O)C1CC1CCCCC2C(C)C12,0.7221607083188688,5.18325354068743,4.991500000000006,True,-2.7282118,-2.7282118,,0.6115224377193091
123,3a816d1d3a3e981940f01fefad062a0b,CC1=CC(=O)C=CC=CCCC1CC(=O)C12CCC3C(C31)C(C)(C)C2,CC1=CC(=O)C=CC=CCCC1CC(=O)C12CCC3C(C31)C(C)(C)C2,0.7209237405138216,5.34740702740742,5.055700000000005,True,-2.72778344,-2.72778344,,0.5955619987025222
123,1a846d5f3a3eb819c0f05fefad0faa4b,C=C(CC1CCCC(C2(C)CC2)C1)C(=O)CCc1cccc(=O)cc1,C=C(CC1CCCC(C2(C)CC2)C1)C(=O)CCc1cccc(=O)cc1,0.6480948331030574,3.606646819634637,5.101300000000005,True,-2.72731818,-2.72731818,,0.5594340777842411
123,1a816ddf323eb81840f01feead062a0f,CC1CCC1CCCC1CC1C1CC2(C)C(=O)CCCCC2CCCC1=O,CC1CCC1CCCC1CC1C1CC2(C)C(=O)CCCCC2CCCC1=O,0.5621467644925774,4.476645364406287,6.363800000000007,True,-2.7268829,-2.7268829,,0.5506998757967276
123,1a816d5f323e981840f01f6fad062a2b,CCC(=O)C=CCC(=O)C(C)CC(=O)C1CC1CCCC1(C)CC1C,CCC(=O)C=CCC(=O)C(C)CC(=O)C1CC1CCCC1(C)CC1C,0.4708537934836957,4.666191084583845,4.9287000000000045,True,-2.7268289399999994,-2.7268289399999994,,0.4948263957610539
123,1a816d5f322e981840f01f6fad06aa2b,CCC(=O)C=CCC(=O)C(C)CC(=O)C(CC)CCCCC1CC1,CCC(=O)C=CCC(=O)C(C)CC(=O)C(CC)CCCCC1CC1,0.3289248832631574,3.6751332395190186,5.072800000000005,True,-2.72651388,-2.72651388,,0.4716599035729242
123,3a816d1f3a3e981840b01fefad062a0b,C=C1C=CC=CC1(CC)CCCCCC(=O)C1CC(C)(C)C1,C=C1C=CC=CC1(CC)CCCCCC(=O)C1CC(C)(C)C1,0.5007861093608287,3.9524610434907306,6.020800000000006,True,-2.7262601,-2.7262601,,0.4535631052563704
123,1a816d5f323e981840d01fefad862a4b,CC1CC2C1CCCC1C(C)C(C(=O)CC3Cc4ccccc4C3)CC12,CC1CC2C1CCCC1C(C)C(C(=O)CC3Cc4ccccc4C3)CC12,0.6826604107023838,4.323446394529429,5.705100000000006,True,-2.72619426,-2.72619426,,0.5764247620777256
123,1a816d5f323e981940f01fefad062a0b,CC=C(C)CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,CC=C(C)CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,0.5787930422851173,5.551558823907981,5.365900000000006,True,-2.72591185,-2.72591185,,0.4969456304798626
123,1a816ddf323e981840f01feeadc62a0f,CCC1C(=O)CCCCCC1CCC(=O)C1C2CC2CCCC2C(C)CC21,CCC1C(=O)CCCCCC1CCC(=O)C1C2CC2CCCC2C(C)CC21,0.5738746082851658,4.534499706176587,6.219700000000008,True,-2.725455510000001,-2.725455510000001,,0.5536058497978783
123,3a816d1d3a3e981840b01fefad062a0b,C=C1C=CC=CC1(C)CC(=O)C1CCC(C)(C)C2CC12,C=C1C=CC=CC1(C)CC(=O)C1CCC(C)(C)C2CC12,0.725777632380446,4.840840416779771,4.706400000000004,True,-2.7253095100000007,-2.7253095100000007,,0.5745041591781829
123,3a856d1f3a3e981840f01fefad062a0b,CC1c2ccccc2C1C(=O)C1(C(C)C)CCC(=O)C2CC(C)(C)C21,CC1c2ccccc2C1C(=O)C1(C(C)C)CCC(=O)C2CC(C)(C)C21,0.7659549428048323,4.541960207296077,5.124000000000005,True,-2.7241927,-2.7241927,,0.6222355678203275
123,3a846d5f3a3eb819c0f07fefad0f2a4b,Cc1ccc2c(c1)CC(CC(=O)C1CCCCC(C)(C)CC1)C=C2,Cc1ccc2c(c1)CC(CC(=O)C1CCCCC(C)(C)CC1)C=C2,0.6527254920969427,3.602922414597335,6.136320000000007,True,-2.72403847,-2.72403847,,0.5754030127790373
123,3a856d1d3a3e981840b01fefad062a0b,C=CC=CC=CC(C)(C)CCC(=O)C1CC(C)(C)C2CC12,C=CC=CC=CC(C)(C)CCC(=O)C1CC(C)(C)C2CC12,0.5770810407135106,4.640390652959145,5.342500000000006,True,-2.72388344,-2.72388344,,0.4805784582466624
123,1a816ddf323e9818c0d01feeadc62a0f,CC(=O)CCCCCCCCCCCC(=O)C1CCCCC2C(C)CC12,CC(=O)CCCCCCCCCCCC(=O)C1CCCCC2C(C)CC12,0.33393300369822,3.6062334871513713,6.898000000000008,True,-2.7233522500000005,-2.7233522500000005,,0.4265612608097796
123,3a856d1d3a3e981940f01fefad062a0b,CC1=C2C(=O)C=CC=C2CCC1CC(=O)C12CCC3C(C31)C(C)(C)C2,CC1=C2C(=O)C=CC=C2CCC1CC(=O)C12CCC3C(C31)C(C)(C)C2,0.7409791273414948,4.970026154290258,4.809700000000005,True,-2.722990620000001,-2.722990620000001,,0.6147178171303188
123,1a846d5f3a3eb819c0f07fefad0faa4b,CCCc1ccccc1CCC(=O)C12CC3CCC(CC31)C1(CC1)C2,CCCc1ccccc1CCC(=O)C12CC3CCC(CC31)C1(CC1)C2,0.6464468250475773,5.15964220425002,5.747300000000005,True,-2.72272323,-2.72272323,,0.5237001902997482
123,1a816ddf323e981840d01feeadc62a0f,CC1C=C1CCCC1CC1C(C)C(=O)C1CCC2CCCCCC(=O)C2C1,CC1C=C1CCCC1CC1C(C)C(=O)C1CCC2CCCCCC(=O)C2C1,0.5044022549145737,4.653915741397716,6.139800000000006,True,-2.72245746,-2.72245746,,0.483212097669813
123,1a816d5f323e9819c0f01fefad0e2a4b,CC1=CC=CC(CC2C(=O)C(CC3CCCCC4C(C)C34)C2C)C=C1,CC1=CC=CC(CC2C(=O)C(CC3CCCCC4C(C)C34)C2C)C=C1,0.6161274555805772,5.279455057480496,5.978600000000006,True,-2.7222456900000003,-2.7222456900000003,,0.5462337633419981
123,1a816d5f322eb81840f01fefad862a0b,CCC12CCCC3CC3C1C21C(=O)CCCC(C=CC=CC(C)=O)C1C,CCC12CCCC3CC3C1C21C(=O)CCCC(C=CC=CC(C)=O)C1C,0.491490170376014,5.48871701023277,5.525700000000006,True,-2.72217424,-2.72217424,,0.5325921291442898
123,1a806d5f323eb81840f01fefad062a0b,CC1CCC1CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,CC1CCC1CCCC1CC12CC2C(=O)CC1C=C2C(=O)C=CC=CC2C1,0.6021365999221635,5.655958955574628,5.4458000000000055,True,-2.72214512,-2.72214512,,0.4988303927182466
123,1a846d5f3a3eb81940f05fefad0f2a4b,CCC(CC1CCC2CCC(C2)C1)C(=O)CCC=CC=Cc1ccccc1,CCC(CC1CCC2CCC(C2)C1)C(=O)CCC=CC=Cc1ccccc1,0.4220681399520931,4.506708211475001,7.238000000000008,True,-2.7215035500000004,-2.7215035500000004,,0.4174506529409725
123,3a816d1f3a3eb81840b01fefad062a0b,CCC(CCCCCC(=O)C1CC(C)(C)C1)C1=Cc2ccccc2C(=O)C1,CCC(CCCCCC(=O)C1CC(C)(C)C1)C1=Cc2ccccc2C(=O)C1,0.4591140513325211,3.440586571218919,6.638400000000007,True,-2.7213439100000008,-2.7213439100000008,,0.4679011276198736
